Body,Body Name,Name,Amount,Pay Date,Transaction Number,Description 1,Description 2,Description 3
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,SSE Contracting Limited,616.15,09/12/2020,92395953,R&M - Departmental planned (external),Electrical Safety Testing- Remedial Repairs, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,SSE Contracting Limited,531.84,09/12/2020,92395907,R&M - Departmental planned (external),Electrical Safety Testing- Remedial Repairs, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,SSE Contracting Limited,682.15,09/12/2020,92395906,R&M - Departmental planned (external),Electrical Safety Testing- Remedial Repairs, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,SSE Contracting Limited,879.5,09/12/2020,92395954,R&M - Departmental planned (external),Electrical Safety Testing- Remedial Repairs, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,SSE Contracting Limited,533.99,09/12/2020,92395958,R&M - Departmental planned (external),Electrical Safety Testing- Remedial Repairs, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,SSE Contracting Limited,563.51,09/12/2020,92395959,R&M - Departmental planned (external),Electrical Safety Testing- Remedial Repairs, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Stannah Lift Services Ltd,1578,31/12/2020,92409637,R&M - Departmental planned (external),Lifts, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Stannah Lift Services Ltd,5862,08/12/2020,92395736,Grants paid out,Capital - Adaptations,Mandatory D F G's - Adaptations - Disabled Facilities Grant
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Sound Space Design Limited,3166,15/12/2020,30844180,External Professional Fees,Capital - Bristol Beacon,Colston Hall Phase 4 - Construction
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Stannah Lift Services Ltd,1137.52,09/12/2020,92387058,R&M - Departmental planned (external),Lifts, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Stannah Lift Services Ltd,609.58,09/12/2020,92387057,R&M - Departmental planned (external),Lifts, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Stannah Lift Services Ltd,539.81,09/12/2020,92387056,R&M - Departmental planned (external),Lifts, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Stannah Lift Services Ltd,831.01,29/12/2020,92404688,R&M - Departmental planned (external),Lifts, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Stannah Lift Services Ltd,147525.6,22/12/2020,92395027,"Plant, Equipment & Machinery",Capital - Investment In Blocks - Planned,M & E Investment in Blocks - Lifts
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Stannah Lift Services Ltd,147525.6,22/12/2020,92395026,"Plant, Equipment & Machinery",Capital - Investment In Blocks - Planned,M & E Investment in Blocks - Lifts
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Stannah Lift Services Ltd,147525.6,22/12/2020,92395025,"Plant, Equipment & Machinery",Capital - Investment In Blocks - Planned,M & E Investment in Blocks - Lifts
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Wecil Ltd,480,01/12/2020,92390115,Direct payments - Long Term support,MI North C - Physical Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Wecil Ltd,550,01/12/2020,92390115,Direct payments - Long Term support,Preparing for Adulthood - Learning Disability Support, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Wecil Ltd,550,01/12/2020,92390115,Direct payments - Long Term support,MI North A - Physical Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Wecil Ltd,550,01/12/2020,92390115,Direct payments - Long Term support,MI South D - Mental Health Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Wecil Ltd,550,01/12/2020,92390115,Direct payments - Long Term support,MI North C - Physical Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Wecil Ltd,350,01/12/2020,92390115,Direct payments - Long Term support,MI North C - Physical Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Wecil Ltd,400,01/12/2020,92390115,Direct payments - Long Term support,MI South D - Mental Health Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Wecil Ltd,9550.35,29/12/2020,92409258,TPP - Payments to voluntary groups,Longer Term Services - Vol Orgs - Social Care Activities, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Wecil Ltd,400,01/12/2020,92390115,Direct payments - Long Term support,MI North C - Physical Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Wecil Ltd,550,01/12/2020,92390115,Direct payments - Long Term support,MI North A - Physical Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Wecil Ltd,3000,07/12/2020,30842056,Conference Expenses,"Equalities & Social Inclusion - Grants, Events & Initiatives", 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Wecil Ltd,5000,23/12/2020,92406837,TPP - Payments to voluntary groups,CEV Grant, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Wessex Lift Co Ltd,588,09/12/2020,92396358,R&M - Departmental response (external),Council Stair Lift Repairs, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Wessex Lift Co Ltd,644.13,09/12/2020,92396357,R&M - Departmental response (external),Council Stair Lift Repairs, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Wessex Lift Co Ltd,5946,04/12/2020,92393891,R&M - Departmental response (external),Council Stair Lift Repairs, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,South West Law,1190,23/12/2020,30851335,Services - Fees and Charges,Disbursements – LRC, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,South West Law,9822.15,23/12/2020,30851335,Services - Fees and Charges,Disbursements – LRC, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,South West Law,1796.43,23/12/2020,30851335,Services - Fees and Charges,Disbursements – LRC, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Station Road Pre School,1380.96,11/12/2020,92397974,TPP - Grants,EY Block: 2 Year Old Funding, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Teddies Nurseries (Bristol),18316.2,09/12/2020,92396555,TPP - Grants,EY Block (P): EYNFF PVI Base Rate, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,TMP (UK) Ltd,2160.7,01/12/2020,30841069,Staff Advertising Costs,Employment Initiatives, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,TMP (UK) Ltd,664.52,29/12/2020,30848727,Marketing \ Non-staff advertising,Development Management, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,TMP (UK) Ltd,812,09/12/2020,30844073,Staff Advertising Costs,STS HR, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,TMP (UK) Ltd,989.87,02/12/2020,30841615,Marketing \ Non-staff advertising,Traffic Regulation Orders, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,TMP (UK) Ltd,447.64,02/12/2020,30841616,Marketing \ Non-staff advertising,Traffic Regulation Orders, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,TMP (UK) Ltd,519.93,09/12/2020,30843659,Marketing \ Non-staff advertising,Traffic Regulation Orders, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,TMP (UK) Ltd,454.71,07/12/2020,30842224,Marketing \ Non-staff advertising,Traffic Regulation Orders, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,TMP (UK) Ltd,483.78,09/12/2020,30843155,Marketing \ Non-staff advertising,Traffic Regulation Orders, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,TMP (UK) Ltd,772.97,07/12/2020,30842238,Marketing \ Non-staff advertising,Development Management, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,TMP (UK) Ltd,448.41,22/12/2020,30846676,Marketing \ Non-staff advertising,Traffic Regulation Orders, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,TMP (UK) Ltd,556.08,09/12/2020,30843293,Staff Advertising Costs,Externally Funded Sports Projects, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Mama Bear's Day Nursery Ltd,13818.16,09/12/2020,92396375,TPP - Grants,EY Block (P): EYNFF PVI Base Rate, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Sydenham Road Under Fives,11829.89,09/12/2020,92396447,TPP - Grants,EY Block (P): EYNFF PVI Base Rate, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Talk Talk Business,6231.84,09/12/2020,30847777,Comms - Mobile Telephones,One Bill Communications, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Structural Soils Ltd.,850,15/12/2020,30844045,TPP - Other,Bridges / Structures Operations - General, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Sports Heroes Ltd,9715,03/12/2020,30847164,Services - Professional Fees,HNB: ALP Spot Purchase, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Sports Heroes Ltd,5800,03/12/2020,30847214,Services - Professional Fees,HNB: ALP Spot Purchase, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Sports Heroes Ltd,4640,31/12/2020,30854274,Services - Professional Fees,HNB: ALP Spot Purchase, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Underley Furnishings Ltd t/a Furnished Homes,549.98,02/12/2020,30841157,Equipment - Purchase,Emergency Units/Windermere/Trinity Lodge, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Brislington Village Pre-School Ltd,29386.35,09/12/2020,92396449,TPP - Grants,EY Block (P): EYNFF PVI Base Rate, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,"Autograph Homes Limited	",22884.95,09/12/2020,92389766,Section 106 agreements,Section 106 - suspense, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Developing Health & Independence,94307.85,10/12/2020,30849366,TPP - Crime and Substance Misuse,Public Health Grant, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Developing Health & Independence,40417.65,10/12/2020,30849366,TPP - Crime and Substance Misuse,Public Health Grant, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,ASSA ABloy Limited T/A Traka,213.5,16/12/2020,30851273,Services - General Licences,Cash in Transit Overheads, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,ASSA ABloy Limited T/A Traka,213.5,16/12/2020,30851273,Services - General Licences,Security Services Overheads, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Tudor Environmental,488.8,02/12/2020,30843456,Materials,Grounds Maintenance, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Tudor Environmental,117.75,02/12/2020,30843456,Materials,Grounds Maintenance, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Tudor Environmental,975.02,21/12/2020,30847766,Materials,Grounds Maintenance, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Tudor Environmental,73.5,21/12/2020,30847766,Materials,Grounds Maintenance, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,REDACTED,450,03/12/2020,30847346,Services - External Legal Fees,Disbursements - Child Protection, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,TVM Cheltenham Ltd,2170,08/12/2020,30841121,Equipment - Purchase,HNB: SEN Equipment, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Western Power Distribution,1836.13,23/12/2020,92406694,"Conversion, Renovation & Improvement",Additional Works to Void Properties,Additional Works to Void Properties
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Western Power Distribution,2036.73,23/12/2020,92406677,"Conversion, Renovation & Improvement",Capital - Planned Programme,Heating Partnerships - Installs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Western Power Distribution,1687.6,23/12/2020,92406740,"Conversion, Renovation & Improvement",Additional Works to Void Properties,Additional Works to Void Properties
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Western Power Distribution,1492.74,23/12/2020,92406695,"Conversion, Renovation & Improvement",Additional Works to Void Properties,Additional Works to Void Properties
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Western Power Distribution,797.55,11/12/2020,92397234,Standing Charge,Energy Utility Purchase, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Tunstall Healthcare UK Ltd,1500,22/12/2020,30846655,Equipment - Purchase,Emergency Control - Telecare, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Tunstall Healthcare UK Ltd,2687.71,07/12/2020,30842835,Computing - Maint Agreements,Emergency Control, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Tunstall Healthcare UK Ltd,2687.71,07/12/2020,30843315,Computing - Maint Agreements,Emergency Control, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Tunstall Healthcare UK Ltd,749.4,16/12/2020,30845167,Equipment - Purchase,Emergency Control - Piper Lifeline, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Tunstall Healthcare UK Ltd,749.4,16/12/2020,30845167,Equipment - Purchase,Emergency Control - Telecare, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,UK Behaviour Analysis And Research Group C.I.C.,3734.29,24/12/2020,30852481,Services - Professional Fees,HNB: SEN Assessment & Therapy, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Up & Over Doors Bristol,503,23/12/2020,92406683,"Conversion, Renovation & Improvement",Capital - Planned Other,Structual Investigations
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Up & Over Doors Bristol,503,23/12/2020,92406693,"Conversion, Renovation & Improvement",Capital - Planned Other,Structual Investigations
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Up & Over Doors Bristol,503,23/12/2020,92406679,"Conversion, Renovation & Improvement",Capital - Planned Other,Structual Investigations
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Up & Over Doors Bristol,503,23/12/2020,92406680,"Conversion, Renovation & Improvement",Capital - Planned Other,Structual Investigations
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Up & Over Doors Bristol,503,23/12/2020,92406692,"Conversion, Renovation & Improvement",Capital - Planned Other,Structual Investigations
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Up & Over Doors Bristol,503,23/12/2020,92406685,"Conversion, Renovation & Improvement",Capital - Planned Other,Structual Investigations
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Up & Over Doors Bristol,503,23/12/2020,92406687,"Conversion, Renovation & Improvement",Capital - Planned Other,Structual Investigations
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Up & Over Doors Bristol,503,15/12/2020,30844982,Materials,Delivery of Service - Removal of Internal Trading, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,University Of Birmingham,882,24/12/2020,30848232,Training Expenses,Learning and Organisational Development, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,University Of Birmingham,3072,24/12/2020,30848232,Training Expenses,Learning and Organisational Development, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Bristol Childrens Playhouse,681.72,14/12/2020,30843141,Services - Professional Fees,Enhanced Provision 0-2 Years, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Bristol Childrens Playhouse,2181.78,09/12/2020,92396498,TPP - Waste Collection,EY Block (I): Additional Needs - SEN Panel, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Bristol Childrens Playhouse,2181.78,09/12/2020,92396499,TPP - Waste Collection,EY Block (I): Additional Needs - SEN Panel, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Vodafone Limited,12625.5,15/12/2020,30850901,Comms - Telephone Rental,One Bill Communications, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Vodafone Limited,9850.69,11/12/2020,30845737,Comms - Telephone Rental,One Bill Communications, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Vodafone Limited,1379.7,11/12/2020,30845735,Comms - Telephone Rental,One Bill Communications, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Vodafone Limited,3586.22,11/12/2020,30845734,Comms - Telephone Rental,One Bill Communications, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Travelbillity Ltd,14248.5,17/12/2020,30851590,Transport Dept Charges,HTST - Non Salary Travel, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Trevi,2817.14,21/12/2020,30848910,TPP - Placement Assessment,Parent & Baby Unit - Citywide, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Trevi,2622.86,14/12/2020,30840724,TPP - Placement Assessment,Parent & Baby Unit - Citywide, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Trevi,2720,14/12/2020,30849020,TPP - Placement Assessment,Parent & Baby Unit - Citywide, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Trevi,1262.86,14/12/2020,30840727,TPP - Placement Assessment,Parent & Baby Unit - Citywide, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Trevi,3394.29,09/12/2020,30847173,TPP - Crime and Substance Misuse,Public Health Grant, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Trevi,1554.29,11/12/2020,30848911,TPP - Placement Assessment,Parent & Baby Unit - Citywide, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Trac Structural Ltd,10000,07/12/2020,92395183,"Conversion, Renovation & Improvement",Capital - Capitalised Works,Structural Works to HRA Properties
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Trac Structural Ltd,2490,11/12/2020,30849574,"Conversion, Renovation & Improvement",Capital - Capitalised Works,Structural Works to HRA Properties
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Redland Green School,11034.96,15/12/2020,92398998,Payments to BCC-Maintained Schools/Children's Centres,Schools Block: Payment Holding Code, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Sports Heroes Ltd,1305,31/12/2020,30854273,Services - Professional Fees,HNB: ALP Spot Purchase, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Sports Heroes Ltd,3375,31/12/2020,30854269,Services - Professional Fees,HNB: ALP Spot Purchase, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Sports Heroes Ltd,6960,21/12/2020,30851108,Services - Professional Fees,HNB: ALP Spot Purchase, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Sports Heroes Ltd,3460,16/12/2020,30851117,Services - Professional Fees,HNB: ALP Spot Purchase, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Sports Heroes Ltd,3770,16/12/2020,30851115,Services - Professional Fees,HNB: ALP Spot Purchase, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Sports Heroes Ltd,10440,15/12/2020,30851110,Services - Professional Fees,HNB: ALP Spot Purchase, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Sports Heroes Ltd,5800,16/12/2020,30851120,Services - Professional Fees,HNB: ALP Spot Purchase, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,St Mungo Community Housing Assn.,6661,16/12/2020,30844968,TPP - Accommodation Based Support,Wraparound Service, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,St Mungo Community Housing Assn.,3764.28,16/12/2020,92403807,TPP - Payments to voluntary groups,Rapid Rehousing Pathway, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,St Mungo Community Housing Assn.,70681.92,16/12/2020,92403807,TPP - Payments to voluntary groups,Housing Options Commissioning, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,St Mungo Community Housing Assn.,12300,16/12/2020,92403808,TPP - Payments to voluntary groups,Housing Options Commissioning, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,St Mungo Community Housing Assn.,2443.36,16/12/2020,92403806,TPP - Payments to voluntary groups,Flexible Homelessness Support Grant, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,St Mungo Community Housing Assn.,32298.48,16/12/2020,92403820,TPP - Payments to voluntary groups,Supporting People General - Vol Orgs, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,St Mungo Community Housing Assn.,648,16/12/2020,30848752,Contract Cleaning,COVID-19 - Homelessness/Rough sleeping, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,St Mungo Community Housing Assn.,548,16/12/2020,30848754,Contract Cleaning,COVID-19 - Homelessness/Rough sleeping, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,St Bede'S Catholic College,2325.65,15/12/2020,92398997,Payments to BCC-Maintained Schools/Children's Centres,Schools Block: Payment Holding Code, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,ELIS UK Ltd,425.48,08/12/2020,30848877,Laundry Expenses,Mortuary, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Hartcliffe and Withywood Community Partnership,2000,21/12/2020,92404536,Services - Fees and Charges,Bristol Future Parks Prospectus, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Hartcliffe and Withywood Community Partnership,5435.65,23/12/2020,30853529,Service Charges,Libraries - Buildings & Infrastructure, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Virgin Media Business (Pay telephony payments here),1709.5,11/12/2020,30847047,Comms - Mobile Telephones,One Bill Communications, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Virgin Media Business (Pay telephony payments here),616.3,09/12/2020,30847798,Comms - Mobile Telephones,One Bill Communications, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Virgin Media Business (Pay telephony payments here),1623.5,15/12/2020,30850951,Comms - Mobile Telephones,One Bill Communications, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Virgin Media Business (Pay telephony payments here),7027.88,15/12/2020,30850953,Comms - Mobile Telephones,One Bill Communications, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,University Hospitals Bristol NHS Foundation Trust,29083,02/12/2020,30841335,TPP - Payments to Health Authorities,Public Health Grant, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,University Hospitals Bristol NHS Foundation Trust,30000,22/12/2020,30846228,TPP - Payments to Health Authorities,Public Health Grant, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,New World Timber,15574.05,01/12/2020,30843567,Materials,Joinery Shop Trades, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,New World Timber,435.83,24/12/2020,30852037,Materials,Joinery Shop Trades, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,New World Timber,5746.26,24/12/2020,30849913,Materials,Joinery Shop Trades, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,We Care & Repair Limited,1044.66,08/12/2020,92395726,Grants paid out,Capital - Adaptations,Mandatory D F G's - Adaptations - Misc
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,We Care & Repair Limited,2787.16,15/12/2020,92399768,Grants paid out,Capital - Adaptations,Mandatory D F G's - Adaptations - Misc
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Sunshine Pre School,20002.75,09/12/2020,92396441,TPP - Grants,EY Block (P): EYNFF PVI Base Rate, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Bristol Steiner School,7918.82,09/12/2020,92396556,TPP - Grants,EY Block (P): EYNFF PVI Base Rate, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Redland Green School,1400,15/12/2020,92399809,TPP - Payments to Local Authorities,ESFA Grant: Pupil Premium (LAC), 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Stepping Stones Day Nursery,772.68,02/12/2020,92393424,TPP - Grants,EY Block: 2 Year Old Funding, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Clifton Tots Day Nursery (Richmond Hill),2964,09/12/2020,92396496,TPP - Waste Collection,EY Block (I): Additional Needs - SEN Panel, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Clifton Tots Day Nursery (Richmond Hill),32615.86,09/12/2020,92396569,TPP - Grants,EY Block (P): EYNFF PVI Base Rate, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Brentry & Henbury Childrens Centre,43089,10/12/2020,92397238,TPP - Grants,EY Block (S): Sector Led Specialist Leaders, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Brentry & Henbury Childrens Centre,1967.88,09/12/2020,92396502,TPP - Waste Collection,EY Block (I): Additional Needs - SEN Panel, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Brentry & Henbury Childrens Centre,1967.88,09/12/2020,92396501,TPP - Waste Collection,EY Block (I): Additional Needs - SEN Panel, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Brentry & Henbury Childrens Centre,1745.42,09/12/2020,92396500,TPP - Waste Collection,EY Block (I): Additional Needs - SEN Panel, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Brentry & Henbury Childrens Centre,26376.34,11/12/2020,92397897,TPP - Grants,EY Block: 2 Year Old Funding, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Brandon Trust,689.64,04/12/2020,92394452,TPP - Accommodation Based Support,MI South E - Learning Disability Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Brandon Trust,689.64,04/12/2020,92394452,TPP - Accommodation Based Support,MI South E - Learning Disability Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Brandon Trust,690.76,04/12/2020,92394452,TPP - Accommodation Based Support,MI South E - Learning Disability Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Brandon Trust,459.76,04/12/2020,92394452,TPP - Accommodation Based Support,MI North C - Learning Disability Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Brandon Trust,767.8,04/12/2020,92394452,TPP - Accommodation Based Support,MI South E - Learning Disability Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Brandon Trust,1465.8,04/12/2020,92394452,TPP - Accommodation Based Support,MI South E - Learning Disability Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Brandon Trust,418.8,04/12/2020,92394452,TPP - Accommodation Based Support,MI South E - Learning Disability Support 18-64, 
